id,ref,hyp,ref_norm,hyp_norm
1677,"Стрекозы и поденки являются единственными насекомыми, которые не могут складывать крылья назад.","Стрикозы и подионки являются единственными насекомыми, которые нему складывать крылья назад.",стрекозы и поденки являются единственными насекомыми которые не могут складывать крылья назад,стрикозы и подионки являются единственными насекомыми которые нему складывать крылья назад
1777,"Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.","Оттава — это прелестная двоязычная столица Канады с огромным количеством художницы на галерей и музеев, открывающих прошлое и настоящие Канады.",оттава это прелестная двуязычная столица канады с огромным количеством художественных галерей и музеев открывающих прошлое и настоящее канады,оттава это прелестная двоязычная столица канады с огромным количеством художницы на галерей и музеев открывающих прошлое и настоящие канады
1742,"Территория Гонконга была названа в честь острова Гонконг, места, которое многие туристы считают главным объектом  своего внимания.","Территория Гонконга была названа в честь острова Гонконг, место, которое многие туристы считают главным объектом своего внимания.",территория гонконга была названа в честь острова гонконг места которое многие туристы считают главным объектом своего внимания,территория гонконга была названа в честь острова гонконг место которое многие туристы считают главным объектом своего внимания
1788,Федерация гимнастики США поддерживает письмо Олимпийского комитета США и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов.,Федерация гимнастики США поддерживает письму Олимпийского комитета США и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов.,федерация гимнастики сша поддерживает письмо олимпийского комитета сша и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов,федерация гимнастики сша поддерживает письму олимпийского комитета сша и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов
1941,Эти пары могут выбрать  создание плана усыновления для своего ребёнка.,Эти пары могут выбрать создания планы усыновления для своего ребенка.,эти пары могут выбрать создание плана усыновления для своего ребенка,эти пары могут выбрать создания планы усыновления для своего ребенка
1666,"Возможно, вам также следует проконсультироваться с другими правительствами, помимо своего, но их рекомендации направлены на своих граждан.","Возможно, вам также следует проконсультироваться с другими, правительствами, помимо своего, ноих рекомендаций направлены на свои и граждан.",возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,возможно вам также следует проконсультироваться с другими правительствами помимо своего ноих рекомендаций направлены на свои и граждан
1688,"Работа моряков традиционно заключается в том, чтобы обеспечивать способность страны перемещать свои народ и товары, а также одновременно препятствовать возможности врага перемещать свои народ и товары.","Работа моряков с традиционной заключается в том, чтобы обеспечивать способность страны перемещать свои народы и товары, а также на времене препятствовать в возможности врага перемещать свои народы и товары.",работа моряков традиционно заключается в том чтобы обеспечивать способность страны перемещать свои народ и товары а также одновременно препятствовать возможности врага перемещать свои народ и товары,работа моряков с традиционной заключается в том чтобы обеспечивать способность страны перемещать свои народы и товары а также на времене препятствовать в возможности врага перемещать свои народы и товары
1944,"Это иногда переполненные народом семейные пляжи с хорошим выбором магазинов, расположенных вдоль берега. Плавать безопасно.","Эту иногда переполнен народом семейные пляжи с хорошим выбором магазина, расположенными вдоль берега. Плавать безопасно.",это иногда переполненные народом семейные пляжи с хорошим выбором магазинов расположенных вдоль берега плавать безопасно,эту иногда переполнен народом семейные пляжи с хорошим выбором магазина расположенными вдоль берега плавать безопасно
1814,"Ионы водорода — это протоны, от которых отделены электроны (атомы водорода состоят из одного протона и одного электрона).","Ионы водорода — это протоны, от которых отделены электроны. Атомы водорода состоят из одного протона и одного электрону.",ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрону
1685,"Например, самый распространённый в мире формат для статических фотографий — 35 мм, и именно этот размер был доминирующим размером плёнки на закате аналоговой эры.","Например, самый распространенный в мире формат для статических фотографий — 35 мм, и именно этот размер был доминирующим размером пленки на закате аналоговой эры.",например самый распространенный в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером пленки на закате аналоговой эры,например самый распространенный в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером пленки на закате аналоговой эры
1813,"Официальными языками Барселоны являются каталанский и испанский. Примерно половина населения предпочитает разговаривать на каталанском, большинство понимают его, и практически все знают испанский.",Официальными языками Барселония являются каталански и испанские. Палейда населения предпочитает разговаривать на каталанском. Большинство понимает ой. Практически все знают испанский.,официальными языками барселоны являются каталанский и испанский примерно половина населения предпочитает разговаривать на каталанском большинство понимают его и практически все знают испанский,официальными языками барселония являются каталански и испанские палейда населения предпочитает разговаривать на каталанском большинство понимает ой практически все знают испанский
1978,"Для ""Спрингбокс"" это прервало пятиматчевую серию поражений.",Для Spring Box это прервало пятиматчевую серию поражений.,для спрингбокс это прервало пятиматчевую серию поражений,для spring box это прервало пятиматчевую серию поражений
1824,"Плато Гиза, или же Некрополь Гизы, в египетской Долине Мёртвых, включает несколько пирамид (из которых Великая пирамида Гизы — самая большая), несколько небольших гробниц, несколько храмов и Большой сфинкс.","Плато «Гиза» или Женикрополь «Гиза» в Египетской длине мёртвых включает несколько пирамид, из которых Великая пирамида «Гиза» самая большая. Несколько небольшой гробниц, несколько храмов и большой свиньгс.",плато гиза или же некрополь гизы в египетской долине мертвых включает несколько пирамид из которых великая пирамида гизы самая большая несколько небольших гробниц несколько храмов и большой сфинкс,плато гиза или женикрополь гиза в египетской длине мертвых включает несколько пирамид из которых великая пирамида гиза самая большая несколько небольшой гробниц несколько храмов и большой свиньгс
1662,"Сплавы по существу представляют собой смесь двух или более металлов. Не забывайте, что в периодической таблице много элементов.","С плавы б осуществу представляются бы смесь двух или более металлов. Не забывайте, что в периодической таблице много элементов.",сплавы по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблице много элементов,с плавы б осуществу представляются бы смесь двух или более металлов не забывайте что в периодической таблице много элементов
1879,"Можно только гадать, что станет с клавиатурой, с появлением более новых технологий.","Можно только гадать, что станет клавиатурой с появлением более новых технологий.",можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет клавиатурой с появлением более новых технологий
1885,Между 10:00 и 11:00 вечера по горному времени заключенные устроили пожар во дворе.,Между 10 и 11 вечера по гонумовремени заключен и устроили по жар во дворе.,между 10 00 и 11 00 вечера по горному времени заключенные устроили пожар во дворе,между 10 и 11 вечера по гонумовремени заключен и устроили по жар во дворе
1829,"Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак.","Путешествийники, направляющиеся в страны с высоким налогобложением, могут иногда с экономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак.",путешественники направляющиеся в страны с высоким налогообложением могут иногда сэкономить значительную сумму особенно на таких товарах как спиртные напитки и табак,путешествийники направляющиеся в страны с высоким налогобложением могут иногда с экономить значительную сумму особенно на таких товарах как спиртные напитки и табак
1905,"Столицей Молдовы является Кишинёв. Местный язык — румынский, но русский также широко распространён.","Столицы Молдовы являются кишинев. Песный язык румынский, но русский также широкорреспространен.",столицей молдовы является кишинев местный язык румынский но русский также широко распространен,столицы молдовы являются кишинев песный язык румынский но русский также широкорреспространен
1855,"Львиные прайды ведут себя очень похоже со стаями волков или собак — животных, которые по повадкам удивительно похожи на львов (но не других крупных кошек) и тоже очень опасны для своих жертв.","Лвина и Прайдер ведут себя очень похожи со стайами волков или собак, животных, которые по повадкам удивительно похожи на львов, но и не других крупных кошек и тоже очень опасны для своих жертв.",львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,лвина и прайдер ведут себя очень похожи со стайами волков или собак животных которые по повадкам удивительно похожи на львов но и не других крупных кошек и тоже очень опасны для своих жертв
1708,"Хьюн ушел в отставку, и в Кабинете министров его заменит член парламента Эд Дейви. Ожидается, что член парламента Норман Ламб займет принадлежащий Дейви пост Министра по делам бизнеса.","Хьюну шел в оставку и в кабинете министров его заменят член парламента Эд Дэйви. Ожидается, что член парламента Норман Ламбу замет пренажившись Дэйви постами, министр поделаем бизнеса.",хьюн ушел в отставку и в кабинете министров его заменит член парламента эд дейви ожидается что член парламента норман ламб займет принадлежащий дейви пост министра по делам бизнеса,хьюну шел в оставку и в кабинете министров его заменят член парламента эд дэйви ожидается что член парламента норман ламбу замет пренажившись дэйви постами министр поделаем бизнеса
1899,"Мухаммед очень интересовался темами, не связанными с мирской жизнью. Он часто посещал пещеру, которая стала известна как ""Хира"" на горе ""Нур"" (свет) для размышлений.","Мухаммед очень интересовался темами, несвязанными с мирской жизнью. Он часто посещал пешеру, которая стала известна как «хира» — «нагорен нур» — «свет» для размышленней.",мухаммед очень интересовался темами не связанными с мирской жизнью он часто посещал пещеру которая стала известна как хира на горе нур свет для размышлений,мухаммед очень интересовался темами несвязанными с мирской жизнью он часто посещал пешеру которая стала известна как хира нагорен нур свет для размышленней
1863,"Сердцем тибетской медитации считается Йога Божеств. Посредством визуализации разнообразных божеств чистятся энергетические каналы, запускаются чакры и достигается просветлённость сознания.","Сердцом Тибецкой медитации считается «йога божест». Посредством изюализации разнообразных божест, чистятся энергетические каналы, запускаются чакры и достигается просветленность сознания.",сердцем тибетской медитации считается йога божеств посредством визуализации разнообразных божеств чистятся энергетические каналы запускаются чакры и достигается просветленность сознания,сердцом тибецкой медитации считается йога божест посредством изюализации разнообразных божест чистятся энергетические каналы запускаются чакры и достигается просветленность сознания
1876,"Управление по чрезвычайным ситуациям Северных Марианских островов заявило, что в стране не было сообщений о причинённом ущербе.","Управление по чрезвычайным ситуациям Северных мырянских островов заявило, что в стране не было сообщения о причиненном исшербе.",управление по чрезвычайным ситуациям северных марианских островов заявило что в стране не было сообщений о причиненном ущербе,управление по чрезвычайным ситуациям северных мырянских островов заявило что в стране не было сообщения о причиненном исшербе
1959,"Всё же следуйте рекомендациям органов власти, подчиняйтесь всем знакам и обратите пристальное внимание на предупреждения о безопасности.","Всё же следуйте рекомендация моргинов власти, пачиняйтесь всем знаком и обратите пристальное внимание на предупреждение о безопасности.",все же следуйте рекомендациям органов власти подчиняйтесь всем знакам и обратите пристальное внимание на предупреждения о безопасности,все же следуйте рекомендация моргинов власти пачиняйтесь всем знаком и обратите пристальное внимание на предупреждение о безопасности
1848,"Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.","Вчера утром возле главного полицейского управления Газиантепа, Турция, был подорван автомобиль, в результате чего погибли два полицейских и еще более 20 человек получили ранение.",вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли 2 полицейских и еще более 20 человек получили ранения,вчера утром возле главного полицейского управления газиантепа турция был подорван автомобиль в результате чего погибли два полицейских и еще более 20 человек получили ранение
1949,"Термин ""жук"" используется энтомологами формально для обозначения группы насекомых.","Терминжук — используюца, энтомология миформальна для обозначения группы насекомых.",термин жук используется энтомологами формально для обозначения группы насекомых,терминжук используюца энтомология миформальна для обозначения группы насекомых
1677,"Стрекозы и поденки являются единственными насекомыми, которые не могут складывать крылья назад.","Стрикоза и подиенки являются единственными насекомыми, которые не могут складывать крылья назад.",стрекозы и поденки являются единственными насекомыми которые не могут складывать крылья назад,стрикоза и подиенки являются единственными насекомыми которые не могут складывать крылья назад
1872,"Во время борьбы за независимость, организованной движением Мау, мирное собрание в городе привело к убийству верховного вождя Тупуа Тамсесе Леалофи III.",Во время борьбы за независимость организованные движения малу мирное собрание в городе привелук убийству Верховного Вождя Тупуа Тамсессе Леолофия Триетива.,во время борьбы за независимость организованной движением мау мирное собрание в городе привело к убийству верховного вождя тупуа тамсесе леалофи iii,во время борьбы за независимость организованные движения малу мирное собрание в городе привелук убийству верховного вождя тупуа тамсессе леолофия триетива
1842,"Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.","Так как у перебденозарров отсутствуют хорошо развитые стержень, называемые рахисом, но все же имеются другие отличительные черты, бородки и бородочки, исследователи пришли к выводу, что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт.",так как у перьев динозавров отсутствует хорошо развитый стержень называемый рахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт,так как у перебденозарров отсутствуют хорошо развитые стержень называемые рахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт
1998,"У них лапы с чешуёй и когтями, они откладывают яйца и ходят на двух задних лапах как Ти-Рекс.","У них лапы с чешуёй и коктями, они откладывают яйца и ходят на двух задних лапах, как терекс.",у них лапы с чешуей и когтями они откладывают яйца и ходят на двух задних лапах как ти рекс,у них лапы с чешуей и коктями они откладывают яйца и ходят на двух задних лапах как терекс
1688,"Работа моряков традиционно заключается в том, чтобы обеспечивать способность страны перемещать свои народ и товары, а также одновременно препятствовать возможности врага перемещать свои народ и товары.","Работа моряков традиционно заключается в том, чтобы обеспечивать способные страны перемещать свои народ и товары, а также одновременно препятствовать в возможности у врага перемещать свои народы и товары.",работа моряков традиционно заключается в том чтобы обеспечивать способность страны перемещать свои народ и товары а также одновременно препятствовать возможности врага перемещать свои народ и товары,работа моряков традиционно заключается в том чтобы обеспечивать способные страны перемещать свои народ и товары а также одновременно препятствовать в возможности у врага перемещать свои народы и товары
1874,"Многие считали, что он прав, но многие верили в противоположное: что Солнечная система вращается вокруг Земли, включая Солнце (и даже другие звезды).","Многие считали, что он прав, но многие верили в противоположное, что солнечная система вращается вокруг Земли, включая Сонцы и даже другие Звезды.",многие считали что он прав но многие верили в противоположное что солнечная система вращается вокруг земли включая солнце и даже другие звезды,многие считали что он прав но многие верили в противоположное что солнечная система вращается вокруг земли включая сонцы и даже другие звезды
1869,"Его длинные челюсти были усеяны более чем 70 острейшими зубами, вдобавок имелся дополнительный ряд на нёбе, так что тем, кто встречался на его пути, не было спасения.","Его длинные челюсти были усеяны более чем семью 10-ти острейшими зубами, добавок имелся дополнительный риат на Нёбе, так что тем, кто встречался на его пути, не было спасения.",его длинные челюсти были усеяны более чем 70 острейшими зубами вдобавок имелся дополнительный ряд на небе так что тем кто встречался на его пути не было спасения,его длинные челюсти были усеяны более чем семью 10 ти острейшими зубами добавок имелся дополнительный риат на небе так что тем кто встречался на его пути не было спасения
1739,Пещера располагается на вершине горы к северу от Мекки и полностью изолирована от остального мира.,Пещера располагается на вершине Гаррик Северуатмейки и полностью изолирован от остального мира.,пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,пещера располагается на вершине гаррик северуатмейки и полностью изолирован от остального мира
1984,"Массовое владение автомобилями также приводит к увеличению числа ДТП на дорогах, что приводит к изобретению в здравоохранении новых методов лечения полученных травм.","Массуе владения автомобилемы также приводит к увеличению числа ДТП на дорогах, что приводит к изобретению, взрывоохранению новых методов лечения, полученных травм.",массовое владение автомобилями также приводит к увеличению числа дтп на дорогах что приводит к изобретению в здравоохранении новых методов лечения полученных травм,массуе владения автомобилемы также приводит к увеличению числа дтп на дорогах что приводит к изобретению взрывоохранению новых методов лечения полученных травм
1704,"В 1990 году он был добавлен в список всемирного наследия, находящегося под угрозой из-за опасности со стороны песков пустыни.","В 1990-м году он был добавен список семирного наследия, находящегося подогроза и запасы на стырыны песков пустыни.",в 1990 году он был добавлен в список всемирного наследия находящегося под угрозой из за опасности со стороны песков пустыни,в 1990 м году он был добавен список семирного наследия находящегося подогроза и запасы на стырыны песков пустыни
1691,"На некоторых маршрутах  у более крупных компаний есть свои собственные самолёты, но для других маршрутов и более мелких компаний с этим была проблема.","На некоторых маршрутах более крупные компания СВ и собственные самолеты, но для других маршрутов и более мелких компаний с этим была проблема.",на некоторых маршрутах у более крупных компаний есть свои собственные самолеты но для других маршрутов и более мелких компаний с этим была проблема,на некоторых маршрутах более крупные компания св и собственные самолеты но для других маршрутов и более мелких компаний с этим была проблема
1685,"Например, самый распространённый в мире формат для статических фотографий — 35 мм, и именно этот размер был доминирующим размером плёнки на закате аналоговой эры.","Например, самый распространенный в мире формат для статических фотографий — 35 мм, и именно этот размер был доминирующим размером пленки на закате аналоговой эры.",например самый распространенный в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером пленки на закате аналоговой эры,например самый распространенный в мире формат для статических фотографий 35 мм и именно этот размер был доминирующим размером пленки на закате аналоговой эры
1850,"Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.","Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g, при условии что у базовой станции есть двойной приемник.",это обеспечит его обратную совместимость с 802 11a 802 11b и 802 11g при условии что у базовой станции есть двойной приемник,это обеспечит его обратную совместимость с 802 11a 802 11b и 802 11g при условии что у базовой станции есть двойной приемник
1851,"Отбойное течение — течение, создаваемое волнами, которые разбиваются о берег, или иногда об риф или что-то подобное.","Отбойное течения — течения, создаваемая волнами, которые разбиваются берег, или иногда абрив, или что-то подобное.",отбойное течение течение создаваемое волнами которые разбиваются о берег или иногда об риф или что то подобное,отбойное течения течения создаваемая волнами которые разбиваются берег или иногда абрив или что то подобное
1825,"Если вы хотите находиться рядом со сценой, вам нужно приехать заранее, чтобы найти место для кемпинга вблизи от музыки.","Если вы хотите находиться рядом со сценой, вам нужно приехать заранее, чтобы найти место для кемпинга вблизи от музыки.",если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки
1724,Слава о нем как о центре роскоши пошла около 400 г. н. э. и продолжалась примерно до 1100 г. н. э.,"Слава, аняум Кокоцентри-Роскоши пошла около 400-го года нашей Ирлы и продолжалась примерно до 1000-го года нашей Ирлы.",слава о нем как о центре роскоши пошла около 400 г н э и продолжалась примерно до 1100 г н э,слава аняум кокоцентри роскоши пошла около 400 го года нашей ирлы и продолжалась примерно до 1000 го года нашей ирлы
1871,В тёплом климате Ближнего Востока дом не имел особого значения.,В тёплым климате Ближнего Востока дом не имел особо значения.,в теплом климате ближнего востока дом не имел особого значения,в теплым климате ближнего востока дом не имел особо значения
1665,"Документ, согласно утечке информации, будет касаться спора насчёт границ, которые Палестина хочет установить на основе тех, что существовали до начала Шестидневной войны 1967 года.","Докуменция «Глазном сечке информации» будет касаться споры на счет гранит, которые Плестина хочет установить на основе тех, что существовала ли до начала 6 дневной войны 1967 года.",документ согласно утечке информации будет касаться спора насчет границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,докуменция глазном сечке информации будет касаться споры на счет гранит которые плестина хочет установить на основе тех что существовала ли до начала 6 дневной войны 1967 года
