id,ref,hyp,ref_norm,hyp_norm
1719,"Неблагоприятные метеоусловия — это общий термин для обозначения любого опасного явления погоды, способного причинить какой-либо ущерб, вызвать серьёзные социальные потрясения или привести к человеческим жертвам.","Неблагоприятные метеоусловия — это общий термин для базначения любого пасыново явления погоды, способыны в апричинить какой-либоу шерп, вызвать серьёзные социалные патресения или привести к человеческим жертвам.",неблагоприятные метеоусловия это общий термин для обозначения любого опасного явления погоды способного причинить какой либо ущерб вызвать серьезные социальные потрясения или привести к человеческим жертвам,неблагоприятные метеоусловия это общий термин для базначения любого пасыново явления погоды способыны в апричинить какой либоу шерп вызвать серьезные социалные патресения или привести к человеческим жертвам
1712,"С 1966 года Сундарбан является заповедником дикой природы, и, по имеющимся подсчётам, на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей.",С1960 года Сундарпан гиблияйцыз павенникам дико природы и паймейшемся патшотам негу территория в настоящее время битают 4 стабинкальских тигров и около 30 000 пикнестых алиней.,с 1966 года сундарбан является заповедником дикой природы и по имеющимся подсчетам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей,с1960 года сундарпан гиблияйцыз павенникам дико природы и паймейшемся патшотам негу территория в настоящее время битают 4 стабинкальских тигров и около 30 000 пикнестых алиней
1745,"Растения выглядят лучше всего в своей естественной среде обитания, поэтому не поддавайтесь искушению взять хотя бы один экземпляр.","Растения биглядет лучше всего в сывобсывай естественно срде битания, поэтому не пытдавайтесь искушеню взяте хотя бы один экземпляр.",растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,растения биглядет лучше всего в сывобсывай естественно срде битания поэтому не пытдавайтесь искушеню взяте хотя бы один экземпляр
1951,"В 2002 году город Гома был разрушен лавой вулкана Ньирагонго, которая похоронила под собой большую часть городских улиц, особенно центральную часть города.","В 2002-рамгоду Гурот Гома был разрушен Лавай Вулкана Нирагонга, который похоронил и пацабой большу жазградских улиц, особенно центральный участь гурады.",в 2002 году город гома был разрушен лавой вулкана ньирагонго которая похоронила под собой большую часть городских улиц особенно центральную часть города,в 2002 рамгоду гурот гома был разрушен лавай вулкана нирагонга который похоронил и пацабой большу жазградских улиц особенно центральный участь гурады
1754,"На видимой стороне может быть больше лунных морей, потому что там кора тоньше. Лаве было легче подняться на поверхность.","На видимо, стороне может быть болши луны хмарей, потому что там карат Тоньши. Лави был легче подняться на поверхность.",на видимой стороне может быть больше лунных морей потому что там кора тоньше лаве было легче подняться на поверхность,на видимо стороне может быть болши луны хмарей потому что там карат тоньши лави был легче подняться на поверхность
1669,"Начальник полиции Чандра Шехар Соланки заявил, что обвиняемые были представлены перед судьями с закрытыми лицами.","Начани полиция Чандра Шихарсалан кезивил, жто веняемы бели представленоперецудиме закрытым илицами.",начальник полиции чандра шехар соланки заявил что обвиняемые были представлены перед судьями с закрытыми лицами,начани полиция чандра шихарсалан кезивил жто веняемы бели представленоперецудиме закрытым илицами
1755,Одна из бомб взорвалась возле офиса генерал-губернатора.,Однайс бомб взарваласы бозли офисы генерал-губернатор.,одна из бомб взорвалась возле офиса генерал губернатора,однайс бомб взарваласы бозли офисы генерал губернатор
1887,"Когда Лиггинс работал в больнице, в свободное от работы время он начал расследовать случаи преждевременных родов.","Когдалейгинс работал в Бельниция субботной атроботе времен, он начал расследовать служи преждевремен ихродов.",когда лиггинс работал в больнице в свободное от работы время он начал расследовать случаи преждевременных родов,когдалейгинс работал в бельниция субботной атроботе времен он начал расследовать служи преждевремен ихродов
1875,"Целые 20 процентов воды, поступаемой из рек нашей планеты в океаны, текут из Амазонки.",Целый 20% воды поступаймайс рекнаши планеты Вакияны текут и самозонки.,целые 20 процентов воды поступаемой из рек нашей планеты в океаны текут из амазонки,целый 20 воды поступаймайс рекнаши планеты вакияны текут и самозонки
1665,"Документ, согласно утечке информации, будет касаться спора насчёт границ, которые Палестина хочет установить на основе тех, что существовали до начала Шестидневной войны 1967 года.","Документ согласы наутечки информаций — от касаться спорт насчет границ, которые Палистина хочет сновить на аснове тех, что существовали до начало шестиднен реней 1967 года.",документ согласно утечке информации будет касаться спора насчет границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,документ согласы наутечки информаций от касаться спорт насчет границ которые палистина хочет сновить на аснове тех что существовали до начало шестиднен реней 1967 года
1693,"Однако после потери калитки капитана Индия совершила лишь 36 пробегов, потеряв 7 калиток для завершения иннингсов.","Однако, после патериколитки, капитаны Индиа, совершил лишь 366 пробегов, потерял в семь калиток для завершения Иненгсов.",однако после потери калитки капитана индия совершила лишь 36 пробегов потеряв 7 калиток для завершения иннингсов,однако после патериколитки капитаны индиа совершил лишь 366 пробегов потерял в семь калиток для завершения иненгсов
1757,"Только мутации в клетках зародышевой линии могут передаваться далее детям, в то время как мутации где-то ещё могут привести к гибели клеток или раку.","Толка мутаций в клетках заруды шывылини мгут передаваться дайлятдей демы, в то время как мутация, где-то ешо мгут привести гибели клеток и лираку.",только мутации в клетках зародышевой линии могут передаваться далее детям в то время как мутации где то еще могут привести к гибели клеток или раку,толка мутаций в клетках заруды шывылини мгут передаваться дайлятдей демы в то время как мутация где то ешо мгут привести гибели клеток и лираку
1706,"Более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных, при этом прихожане обычно начинают в полночь празднование Воскресения Христа.",Боля традиционные церкви зачастую проводят пасхалиное бгослужения в субботу вечерам во время пасхалинх выхаданных претам прихажания обычно начинают в полныш празымрания паскресения христо.,более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,боля традиционные церкви зачастую проводят пасхалиное бгослужения в субботу вечерам во время пасхалинх выхаданных претам прихажания обычно начинают в полныш празымрания паскресения христо
1883,"Высота подмостового габарита составляет 15 метров. Строительство было завершено в августе 2011 года, его не открывали для движения до марта 2017 года.","Высота Падмастового Губарита составляют 15 метров. Страйтилсто было завершену в августе 2001 годы, его не открывали для движене до Марта 2017 годы.",высота подмостового габарита составляет 15 метров строительство было завершено в августе 2011 года его не открывали для движения до марта 2017 года,высота падмастового губарита составляют 15 метров страйтилсто было завершену в августе 2001 годы его не открывали для движене до марта 2017 годы
1809,"Шпалы начали применяться довольно давно для того, чтобы удерживать рельсы на месте. Однако впоследствии стало ясно, что пути были более эффективны при полосе из железа сверху.","Шпаллы на тюрьме применяться довольно дабыно длитово, чтобы одерживать рельсы на месте, однако впоследствие сталы ясно, что бутибуле боле эффективно припаласе и жилезу сверху.",шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпаллы на тюрьме применяться довольно дабыно длитово чтобы одерживать рельсы на месте однако впоследствие сталы ясно что бутибуле боле эффективно припаласе и жилезу сверху
1741,"Большие области далее к северу довольно редко заселены, а некоторые из них – практически незаселённая глушь.","Большей области Далиек Северу довольно ретко застеленны, а некотрезних — практическе незаселеннен глуш.",большие области далее к северу довольно редко заселены а некоторые из них практически незаселенная глушь,большей области далиек северу довольно ретко застеленны а некотрезних практическе незаселеннен глуш
1778,"В репортажах по телевидению сообщается  о белом дыме, идущем от завода.",В репортажах по телевидение сауепшайся убелым дыме и душу отзыводы.,в репортажах по телевидению сообщается о белом дыме идущем от завода,в репортажах по телевидение сауепшайся убелым дыме и душу отзыводы
1896,"Федерация гимнастики США и Олимпийский комитет США имеют одинаковую цель — сделать гимнастику и другие виды спорта настолько безопасными для спортсменов, насколько это возможно, чтобы они могли стремиться к своим целям в безопасной, позитивной среде и были наделены всеми правами.","Федерация гимнастики Сыша и Олимпийске комитет Сыша имеют одинаково цель, изделать гимнастику и другие виды спорта настолько безапасынными для спортсменов, насколь кэта возмужына, чтобы они моглистримиться своим целем безапасыны в позитивно среде и быленіделіны семей правами.",федерация гимнастики сша и олимпийский комитет сша имеют одинаковую цель сделать гимнастику и другие виды спорта настолько безопасными для спортсменов насколько это возможно чтобы они могли стремиться к своим целям в безопасной позитивной среде и были наделены всеми правами,федерация гимнастики сыша и олимпийске комитет сыша имеют одинаково цель изделать гимнастику и другие виды спорта настолько безапасынными для спортсменов насколь кэта возмужына чтобы они моглистримиться своим целем безапасыны в позитивно среде и быленіделіны семей правами
1707,Он является одной из главных достопримечательностей Южной Африки и считается ведущим среди южноафриканских национальных парков (SANParks).,Он являйся одну из главных тастыпримечателістей Южны Африки и шетайся ведушим среди Южнафриканских националик парков «Сан-Паркс».,он является одной из главных достопримечательностей южной африки и считается ведущим среди южноафриканских национальных парков sanparks,он являйся одну из главных тастыпримечателістей южны африки и шетайся ведушим среди южнафриканских националик парков сан паркс
1942,Мы строим наши дома и изготавливаем одежду из растений. Большая часть нашей пищи — это растения. Без растений животные не смогли бы выжить.,«Мы стройм нашу дамма ескатавливым одежду из растений. Больше часть нашипишет растения без растений живот не смогли бы выжить».,мы строим наши дома и изготавливаем одежду из растений большая часть нашей пищи это растения без растений животные не смогли бы выжить,мы стройм нашу дамма ескатавливым одежду из растений больше часть нашипишет растения без растений живот не смогли бы выжить
1873,Твердо отказывайте мужчинам и не бойтесь стоять на своем (такое недопустимо вне зависимости от культурных различий!).,"Тверды отказывайте мужчинам и не бойти стаят на сайем, такой недопустима вне за весмести от культурных разлечей.",твердо отказывайте мужчинам и не бойтесь стоять на своем такое недопустимо вне зависимости от культурных различий,тверды отказывайте мужчинам и не бойти стаят на сайем такой недопустима вне за весмести от культурных разлечей
1684,Апиа – столица Самоа. Город расположен на острове Уполу и имеет население чуть менее 40 000 жителей.,Апиастолиция Самоа город расположен науыстрове Уполлоемеет население чуть мения 40 000 жетили.,апиа столица самоа город расположен на острове уполу и имеет население чуть менее 40 000 жителей,апиастолиция самоа город расположен науыстрове уполлоемеет население чуть мения 40 000 жетили
1665,"Документ, согласно утечке информации, будет касаться спора насчёт границ, которые Палестина хочет установить на основе тех, что существовали до начала Шестидневной войны 1967 года.","Докуменция класно утечки информаций будет касаться спорт и нышот границ, который пылестина хочет устанавливать назыновицепштос существовали до начало шестедневно байны 1967-го года.",документ согласно утечке информации будет касаться спора насчет границ которые палестина хочет установить на основе тех что существовали до начала шестидневной войны 1967 года,докуменция класно утечки информаций будет касаться спорт и нышот границ который пылестина хочет устанавливать назыновицепштос существовали до начало шестедневно байны 1967 го года
1768,"Большинство зданий по краям комплекса было перестроено, чтобы дать туристам более точное представление о том, как они выглядели изначально.","Большинство сдани по краям комплекса было перестроено, чтобы дать туристам более точинное представление о том, как они выглядели и сначальны.",большинство зданий по краям комплекса было перестроено чтобы дать туристам более точное представление о том как они выглядели изначально,большинство сдани по краям комплекса было перестроено чтобы дать туристам более точинное представление о том как они выглядели и сначальны
1784,"Гренландия была слабо заселена. В скандинавских сагах повествуется о том, что Эрика Рыжего изгнали из Исландии за убийство, и, продвигаясь дальше на запад, он открыл Гренландию и дал ей название.","Оренландия был а слабо за селені. Скандинаских саға хвестуе циатом, что Эрика Ирежо из Гоналии и Исландия зау бисту. И продвигайс дальше на запад он открыл Оренландия и дал дей названия.",гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,оренландия был а слабо за селені скандинаских саға хвестуе циатом что эрика ирежо из гоналии и исландия зау бисту и продвигайс дальше на запад он открыл оренландия и дал дей названия
1962,Показатель pH определяется степенью насыщенности ионами водорода (H в pH) исследуемого химического соединения.,"Показатель ПАШ определяется степень нысыщенности онами водорода — HFH, и следу имауы химического сайденения.",показатель ph определяется степенью насыщенности ионами водорода h в ph исследуемого химического соединения,показатель паш определяется степень нысыщенности онами водорода hfh и следу имауы химического сайденения
1742,"Территория Гонконга была названа в честь острова Гонконг, места, которое многие туристы считают главным объектом  своего внимания.","Территория Ганконга был аназваны вчесть Острова Ганконг, места, которым многие туристы считают главным объектом своего внимания.",территория гонконга была названа в честь острова гонконг места которое многие туристы считают главным объектом своего внимания,территория ганконга был аназваны вчесть острова ганконг места которым многие туристы считают главным объектом своего внимания
1670,"Их термические характеристики не такие стабильные, как у больших пещер на Земле, которые часто поддерживают почти постоянную температуру, но они соответствуют тому, что является глубокими ямами в грунте, — сообщил Глен Кушинг из отдела планетной геологии Геологической службы США и Университета Северной Аризоны, расположенного во Флагстаффе, Аризона.","Их термический характеристик ене таки и стабильные какубальшив пешерны земле, каторые часты подерживой пачтиппы стаяну температуры, но они соответствуют тому, что являйцы глубокеме ямами в грунти сапши лгленгушинк из отделу планетной геология геологической службы сша и университеті Себриной Аризоны рыспаложыны в флакстафи Аризоны.",их термические характеристики не такие стабильные как у больших пещер на земле которые часто поддерживают почти постоянную температуру но они соответствуют тому что является глубокими ямами в грунте сообщил глен кушинг из отдела планетной геологии геологической службы сша и университета северной аризоны расположенного во флагстаффе аризона,их термический характеристик ене таки и стабильные какубальшив пешерны земле каторые часты подерживой пачтиппы стаяну температуры но они соответствуют тому что являйцы глубокеме ямами в грунти сапши лгленгушинк из отделу планетной геология геологической службы сша и университеті себриной аризоны рыспаложыны в флакстафи аризоны
1754,"На видимой стороне может быть больше лунных морей, потому что там кора тоньше. Лаве было легче подняться на поверхность.","На видемой стране мұжет бүй бүй бүй болшы луных морей, потому что там каратон шы. Лави бұл Олегчего дни ядсыны по верхнесте.",на видимой стороне может быть больше лунных морей потому что там кора тоньше лаве было легче подняться на поверхность,на видемой стране мұжет бүй бүй бүй болшы луных морей потому что там каратон шы лави бұл олегчего дни ядсыны по верхнесте
1870,"Сцены показывают на пирамидах, и разные пирамиды освещаются.",Сцены показа вуды на пирамидах и разыни пирамиды освещайцы.,сцены показывают на пирамидах и разные пирамиды освещаются,сцены показа вуды на пирамидах и разыни пирамиды освещайцы
1831,"Национальный парк Плитвицкие озёра сильно зарос лесом, в основном буками, елями и пихтами, и представляет собой смесь альпийской и средиземноморской растительности.","Национальний парк Литвицкия озера сильно зарослесу — в основном бухками, елами и пиктами, и представляют субой смес альпиской и средзеноморской ростейтельности.",национальный парк плитвицкие озера сильно зарос лесом в основном буками елями и пихтами и представляет собой смесь альпийской и средиземноморской растительности,национальний парк литвицкия озера сильно зарослесу в основном бухками елами и пиктами и представляют субой смес альпиской и средзеноморской ростейтельности
1690,"Мы согласны с заявлением USOC о том, что интересам наших спортсменов, клубов, а также их видов спорта, больше соответствует проведение реформ внутри нашей организации, а не аннулирование ее сертификации.","Мы согласы на заявленем Юсок, отом что интересом наших спортсменов, клубов, а также их видов спорта больше соответствуют проведения реформ внутринаша организаций, а не аннулирловане июсертификация.",мы согласны с заявлением usoc о том что интересам наших спортсменов клубов а также их видов спорта больше соответствует проведение реформ внутри нашей организации а не аннулирование ее сертификации,мы согласы на заявленем юсок отом что интересом наших спортсменов клубов а также их видов спорта больше соответствуют проведения реформ внутринаша организаций а не аннулирловане июсертификация
1870,"Сцены показывают на пирамидах, и разные пирамиды освещаются.",Сцены показауют на пирамидах и разные пирамида свища айсы.,сцены показывают на пирамидах и разные пирамиды освещаются,сцены показауют на пирамидах и разные пирамида свища айсы
1928,К 1976 году было восстановлено 30% Мачу-Пикчу. Работы по реставрации продолжаются и по сей день.,"Ктыше 976 тамын уды был обостанублено 30% матчук пикчу, работой по реставрация пельдорожайцы и посей дей.",к 1976 году было восстановлено 30 мачу пикчу работы по реставрации продолжаются и по сей день,ктыше 976 тамын уды был обостанублено 30 матчук пикчу работой по реставрация пельдорожайцы и посей дей
1772,"Таким образом, вполне вероятно, что запись была добавлена просто как пометка.","Таким образом, вполне вероятны, что запись была добавлену просто как пометкы.",таким образом вполне вероятно что запись была добавлена просто как пометка,таким образом вполне вероятны что запись была добавлену просто как пометкы
1955,"Рассеянный склероз – это заболевание, поражающее центральную нервную систему, которая состоит из головного мозга, спинного мозга и зрительного нерва.","Рассейн есклероз — это за болевания барыжай шедстрайлну нервную систему, которая сестейт из голубного мазго, спиного мазго и зрительного нерва.",рассеянный склероз это заболевание поражающее центральную нервную систему которая состоит из головного мозга спинного мозга и зрительного нерва,рассейн есклероз это за болевания барыжай шедстрайлну нервную систему которая сестейт из голубного мазго спиного мазго и зрительного нерва
1701,"Козы, по-видимому, впервые были одомашнены около 10 000 лет назад в иранских горах Загрос.",Козе — поведемыму в Первей былі Адамашнины около 10 000 лет назад в Иранске горак за гроз.,козы по видимому впервые были одомашнены около 10 000 лет назад в иранских горах загрос,козе поведемыму в первей былі адамашнины около 10 000 лет назад в иранске горак за гроз
1971,"Сильные ветра, град, обильные осадки и лесные пожары являются проявлениями и эффектами суровых погодных явлений, таких как  бури, торнадо, водяные смерчи и ураганы.","Селней витра, Грады, Абильная сатки или Снейпо жары и влезы проявленеме и эффекта миссыровых бгодных ебленей тоги как Буре, Торнады, Воденей Смерче и Органы.",сильные ветра град обильные осадки и лесные пожары являются проявлениями и эффектами суровых погодных явлений таких как бури торнадо водяные смерчи и ураганы,селней витра грады абильная сатки или снейпо жары и влезы проявленеме и эффекта миссыровых бгодных ебленей тоги как буре торнады воденей смерче и органы
1696,"Исследователи университета сообщили, что эти два соединения вступают друг с другом в реакцию, образуя кристаллы, которые могут блокировать работу почек.","Исследователь университет сапшиле, что эти два саденения стопат друг с другом в реакция, образуя кристаллы, которые макутблокировать работу почек.",исследователи университета сообщили что эти два соединения вступают друг с другом в реакцию образуя кристаллы которые могут блокировать работу почек,исследователь университет сапшиле что эти два саденения стопат друг с другом в реакция образуя кристаллы которые макутблокировать работу почек
1818,"Для людей может быть неожиданным, что терпение и понимание необходимо проявлять и к путешественникам, вернувшимся домой.","Для людией может быть неожиданы, что терпе, панимания необходимо проявлять ик путешественикам вернушемся дамой.",для людей может быть неожиданным что терпение и понимание необходимо проявлять и к путешественникам вернувшимся домой,для людией может быть неожиданы что терпе панимания необходимо проявлять ик путешественикам вернушемся дамой
1682,"Хотя никто не знает наверняка, кто его написал, известно, что в начале своего существования этот большой пергаментный документ (размером 29¾ на 24½ дюйма) был свёрнут для более удобного хранения.","Хотяниктон не знает наверняка кто его написал, известно, что в начали своего существования этот большой оперкаментный документ, размером 29,3 4 1 2 дюйма, был свернут для болееудобного храни.",хотя никто не знает наверняка кто его написал известно что в начале своего существования этот большой пергаментный документ размером 293 4 на 241 2 дюйма был свернут для более удобного хранения,хотяниктон не знает наверняка кто его написал известно что в начали своего существования этот большой оперкаментный документ размером 29 3 4 1 2 дюйма был свернут для болееудобного храни
1809,"Шпалы начали применяться довольно давно для того, чтобы удерживать рельсы на месте. Однако впоследствии стало ясно, что пути были более эффективны при полосе из железа сверху.","Шпалы начали применяться дабылно дамну, для того, чтобы удерживать рельсен на месте. Однак упоследствия, стало ясно, што путиболе более эффективным припаласе из жилезу сверху.",шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпалы начали применяться дабылно дамну для того чтобы удерживать рельсен на месте однак упоследствия стало ясно што путиболе более эффективным припаласе из жилезу сверху
1926,"Во всех научных вопросах, включая психологию, были приняты взгляды Аристотеля.","Во всех наушных в апросах, включай психология, бели приняты взгляды алистотиля.",во всех научных вопросах включая психологию были приняты взгляды аристотеля,во всех наушных в апросах включай психология бели приняты взгляды алистотиля
1731,"Исследуя архипелаги или посещая озера, вы вполне сможете обойтись и без яхты.",Иследуя архипелагия или посише азоры в палнес муэштеп айтезе и без яхты.,исследуя архипелаги или посещая озера вы вполне сможете обойтись и без яхты,иследуя архипелагия или посише азоры в палнес муэштеп айтезе и без яхты
1909,"Виртуальные команды придерживаются тех же стандартов мастерства, что и обычные команды, но имеются небольшие различия.","Виртуальней команды придерживаются тек жа стандарттах мастерства — штуи обычной команды, но имеются небольшие различа.",виртуальные команды придерживаются тех же стандартов мастерства что и обычные команды но имеются небольшие различия,виртуальней команды придерживаются тек жа стандарттах мастерства штуи обычной команды но имеются небольшие различа
